month,health_board,age_group,simd_quintile,presentations
2019-02,NHS Borders,56-65,2,14
2019-02,NHS Borders,56-65,3,6
2019-02,NHS Borders,56-65,4,4
2019-02,NHS Borders,66-75,1,7
2019-02,NHS Borders,66-75,2,5
2019-02,NHS Borders,66-75,3,6
2019-02,NHS Borders,66-75,4,4
2019-02,NHS Borders,66-75,5,3
2019-02,NHS Borders,76+,1,3
2019-02,NHS Borders,76+,2,1
2019-02,NHS Borders,76+,4,1
2019-02,NHS Dumfries and Galloway,0-17,1,18
2019-02,NHS Dumfries and Galloway,0-17,2,18
2019-02,NHS Dumfries and Galloway,0-17,3,14
2019-02,NHS Dumfries and Galloway,0-17,4,7
2019-02,NHS Dumfries and Galloway,0-17,5,5
2019-02,NHS Dumfries and Galloway,18-25,1,64
2019-02,NHS Dumfries and Galloway,18-25,2,53
2019-02,NHS Dumfries and Galloway,18-25,3,51
2019-02,NHS Dumfries and Galloway,18-25,4,24
2019-02,NHS Dumfries and Galloway,18-25,5,15
2019-02,NHS Dumfries and Galloway,26-35,1,45
2019-02,NHS Dumfries and Galloway,26-35,2,55
2019-02,NHS Dumfries and Galloway,26-35,3,34
2019-02,NHS Dumfries and Galloway,26-35,4,13
2019-02,NHS Dumfries and Galloway,26-35,5,9
2019-02,NHS Dumfries and Galloway,36-45,1,42
2019-02,NHS Dumfries and Galloway,36-45,2,34
2019-02,NHS Dumfries and Galloway,36-45,3,21
2019-02,NHS Dumfries and Galloway,36-45,4,13
2019-02,NHS Dumfries and Galloway,36-45,5,12
2019-02,NHS Dumfries and Galloway,46-55,1,35
2019-02,NHS Dumfries and Galloway,46-55,2,30
2019-02,NHS Dumfries and Galloway,46-55,3,18
2019-02,NHS Dumfries and Galloway,46-55,4,14
2019-02,NHS Dumfries and Galloway,46-55,5,7
2019-02,NHS Dumfries and Galloway,56-65,1,24
2019-02,NHS Dumfries and Galloway,56-65,2,18
2019-02,NHS Dumfries and Galloway,56-65,3,17
2019-02,NHS Dumfries and Galloway,56-65,4,11
2019-02,NHS Dumfries and Galloway,56-65,5,6
2019-02,NHS Dumfries and Galloway,66-75,1,10
2019-02,NHS Dumfries and Galloway,66-75,2,10
2019-02,NHS Dumfries and Galloway,66-75,3,10
2019-02,NHS Dumfries and Galloway,66-75,4,2
2019-02,NHS Dumfries and Galloway,66-75,5,2
2019-02,NHS Dumfries and Galloway,76+,1,4
2019-02,NHS Dumfries and Galloway,76+,2,5
2019-02,NHS Dumfries and Galloway,76+,3,2
2019-02,NHS Dumfries and Galloway,76+,4,1
2019-02,NHS Fife,0-17,1,38
2019-02,NHS Fife,0-17,2,27
2019-02,NHS Fife,0-17,3,25
2019-02,NHS Fife,0-17,4,13
2019-02,NHS Fife,0-17,5,8
2019-02,NHS Fife,18-25,1,122
2019-02,NHS Fife,18-25,2,77
2019-02,NHS Fife,18-25,3,74
2019-02,NHS Fife,18-25,4,36
2019-02,NHS Fife,18-25,5,18
2019-02,NHS Fife,26-35,1,85
2019-02,NHS Fife,26-35,2,67
2019-02,NHS Fife,26-35,3,64
2019-02,NHS Fife,26-35,4,18
2019-02,NHS Fife,26-35,5,23
2019-02,NHS Fife,36-45,1,64
2019-02,NHS Fife,36-45,2,45
2019-02,NHS Fife,36-45,3,42
2019-02,NHS Fife,36-45,4,26
2019-02,NHS Fife,36-45,5,20
2019-02,NHS Fife,46-55,1,54
2019-02,NHS Fife,46-55,2,40
2019-02,NHS Fife,46-55,3,31
2019-02,NHS Fife,46-55,4,19
2019-02,NHS Fife,46-55,5,20
2019-02,NHS Fife,56-65,1,43
2019-02,NHS Fife,56-65,2,19
2019-02,NHS Fife,56-65,3,27
2019-02,NHS Fife,56-65,4,9
2019-02,NHS Fife,56-65,5,5
2019-02,NHS Fife,66-75,1,17
2019-02,NHS Fife,66-75,2,23
2019-02,NHS Fife,66-75,3,17
2019-02,NHS Fife,66-75,4,5
2019-02,NHS Fife,66-75,5,6
2019-02,NHS Fife,76+,1,9
2019-02,NHS Fife,76+,2,6
2019-02,NHS Fife,76+,3,5
2019-02,NHS Fife,76+,4,4
2019-02,NHS Fife,76+,5,2
2019-02,NHS Forth Valley,0-17,1,32
2019-02,NHS Forth Valley,0-17,2,16
2019-02,NHS Forth Valley,0-17,3,20
2019-02,NHS Forth Valley,0-17,4,9
2019-02,NHS Forth Valley,0-17,5,7
2019-02,NHS Forth Valley,18-25,1,93
2019-02,NHS Forth Valley,18-25,2,55
2019-02,NHS Forth Valley,18-25,3,55
2019-02,NHS Forth Valley,18-25,4,32
2019-02,NHS Forth Valley,18-25,5,19
2019-02,NHS Forth Valley,26-35,1,71
2019-02,NHS Forth Valley,26-35,2,47
2019-02,NHS Forth Valley,26-35,3,39
2019-02,NHS Forth Valley,26-35,4,27
2019-02,NHS Forth Valley,26-35,5,15
2019-02,NHS Forth Valley,36-45,1,56
2019-02,NHS Forth Valley,36-45,2,40
2019-02,NHS Forth Valley,36-45,3,38
2019-02,NHS Forth Valley,36-45,4,28
2019-02,NHS Forth Valley,36-45,5,13
2019-02,NHS Forth Valley,46-55,1,58
2019-02,NHS Forth Valley,46-55,2,37
2019-02,NHS Forth Valley,46-55,3,31
2019-02,NHS Forth Valley,46-55,4,19
2019-02,NHS Forth Valley,46-55,5,11
2019-02,NHS Forth Valley,56-65,1,36
2019-02,NHS Forth Valley,56-65,2,18
2019-02,NHS Forth Valley,56-65,3,26
2019-02,NHS Forth Valley,56-65,4,14
2019-02,NHS Forth Valley,56-65,5,9
2019-02,NHS Forth Valley,66-75,1,17
2019-02,NHS Forth Valley,66-75,2,12
2019-02,NHS Forth Valley,66-75,3,6
2019-02,NHS Forth Valley,66-75,4,8
2019-02,NHS Forth Valley,66-75,5,7
2019-02,NHS Forth Valley,76+,1,8
2019-02,NHS Forth Valley,76+,2,6
2019-02,NHS Forth Valley,76+,3,6
2019-02,NHS Forth Valley,76+,4,2
2019-02,NHS Forth Valley,76+,5,2
2019-02,NHS Grampian,0-17,1,43
2019-02,NHS Grampian,0-17,2,37
2019-02,NHS Grampian,0-17,3,24
2019-02,NHS Grampian,0-17,4,14
2019-02,NHS Grampian,0-17,5,7
2019-02,NHS Grampian,18-25,1,135
2019-02,NHS Grampian,18-25,2,102
2019-02,NHS Grampian,18-25,3,78
2019-02,NHS Grampian,18-25,4,47
2019-02,NHS Grampian,18-25,5,33
2019-02,NHS Grampian,26-35,1,114
2019-02,NHS Grampian,26-35,2,82
2019-02,NHS Grampian,26-35,3,63
2019-02,NHS Grampian,26-35,4,54
2019-02,NHS Grampian,26-35,5,19
2019-02,NHS Grampian,36-45,1,90
2019-02,NHS Grampian,36-45,2,39
2019-02,NHS Grampian,36-45,3,34
2019-02,NHS Grampian,36-45,4,31
2019-02,NHS Grampian,36-45,5,13
2019-02,NHS Grampian,46-55,1,87
2019-02,NHS Grampian,46-55,2,65
2019-02,NHS Grampian,46-55,3,43
2019-02,NHS Grampian,46-55,4,28
2019-02,NHS Grampian,46-55,5,20
2019-02,NHS Grampian,56-65,1,63
2019-02,NHS Grampian,56-65,2,41
2019-02,NHS Grampian,56-65,3,35
2019-02,NHS Grampian,56-65,4,20
2019-02,NHS Grampian,56-65,5,10
2019-02,NHS Grampian,66-75,1,19
2019-02,NHS Grampian,66-75,2,24
2019-02,NHS Grampian,66-75,3,13
2019-02,NHS Grampian,66-75,4,10
2019-02,NHS Grampian,66-75,5,11
2019-02,NHS Grampian,76+,1,13
2019-02,NHS Grampian,76+,2,15
2019-02,NHS Grampian,76+,3,8
2019-02,NHS Grampian,76+,4,4
2019-02,NHS Greater Glasgow and Clyde,0-17,1,89
2019-02,NHS Greater Glasgow and Clyde,0-17,2,60
2019-02,NHS Greater Glasgow and Clyde,0-17,3,56
2019-02,NHS Greater Glasgow and Clyde,0-17,4,34
2019-02,NHS Greater Glasgow and Clyde,0-17,5,19
2019-02,NHS Greater Glasgow and Clyde,18-25,1,261
2019-02,NHS Greater Glasgow and Clyde,18-25,2,194
2019-02,NHS Greater Glasgow and Clyde,18-25,3,160
2019-02,NHS Greater Glasgow and Clyde,18-25,4,103
2019-02,NHS Greater Glasgow and Clyde,18-25,5,58
2019-02,NHS Greater Glasgow and Clyde,26-35,1,160
2019-02,NHS Greater Glasgow and Clyde,26-35,2,138
2019-02,NHS Greater Glasgow and Clyde,26-35,3,109
2019-02,NHS Greater Glasgow and Clyde,26-35,4,65
2019-02,NHS Greater Glasgow and Clyde,26-35,5,50
2019-02,NHS Greater Glasgow and Clyde,36-45,1,153
2019-02,NHS Greater Glasgow and Clyde,36-45,2,113
2019-02,NHS Greater Glasgow and Clyde,36-45,3,93
2019-02,NHS Greater Glasgow and Clyde,36-45,4,53
2019-02,NHS Greater Glasgow and Clyde,36-45,5,39
2019-02,NHS Greater Glasgow and Clyde,46-55,1,164
2019-02,NHS Greater Glasgow and Clyde,46-55,2,111
2019-02,NHS Greater Glasgow and Clyde,46-55,3,96
2019-02,NHS Greater Glasgow and Clyde,46-55,4,57
2019-02,NHS Greater Glasgow and Clyde,46-55,5,39
2019-02,NHS Greater Glasgow and Clyde,56-65,1,119
2019-02,NHS Greater Glasgow and Clyde,56-65,2,80
2019-02,NHS Greater Glasgow and Clyde,56-65,3,51
2019-02,NHS Greater Glasgow and Clyde,56-65,4,46
2019-02,NHS Greater Glasgow and Clyde,56-65,5,25
2019-02,NHS Greater Glasgow and Clyde,66-75,1,59
2019-02,NHS Greater Glasgow and Clyde,66-75,2,44
2019-02,NHS Greater Glasgow and Clyde,66-75,3,32
2019-02,NHS Greater Glasgow and Clyde,66-75,4,18
2019-02,NHS Greater Glasgow and Clyde,66-75,5,11
2019-02,NHS Greater Glasgow and Clyde,76+,1,20
2019-02,NHS Greater Glasgow and Clyde,76+,2,24
2019-02,NHS Greater Glasgow and Clyde,76+,3,15
2019-02,NHS Greater Glasgow and Clyde,76+,4,6
2019-02,NHS Greater Glasgow and Clyde,76+,5,4
2019-02,NHS Highland,0-17,1,22
2019-02,NHS Highland,0-17,2,20
2019-02,NHS Highland,0-17,3,24
2019-02,NHS Highland,0-17,4,13
2019-02,NHS Highland,0-17,5,17
2019-02,NHS Highland,18-25,1,95
2019-02,NHS Highland,18-25,2,64
2019-02,NHS Highland,18-25,3,46
2019-02,NHS Highland,18-25,4,26
2019-02,NHS Highland,18-25,5,33
2019-02,NHS Highland,26-35,1,88
2019-02,NHS Highland,26-35,2,66
2019-02,NHS Highland,26-35,3,48
2019-02,NHS Highland,26-35,4,36
2019-02,NHS Highland,26-35,5,13
2019-02,NHS Highland,36-45,1,45
2019-02,NHS Highland,36-45,2,50
2019-02,NHS Highland,36-45,3,29
2019-02,NHS Highland,36-45,4,19
2019-02,NHS Highland,36-45,5,7
2019-02,NHS Highland,46-55,1,61
2019-02,NHS Highland,46-55,2,41
2019-02,NHS Highland,46-55,3,30
2019-02,NHS Highland,46-55,4,20
2019-02,NHS Highland,46-55,5,14
2019-02,NHS Highland,56-65,1,41
2019-02,NHS Highland,56-65,2,28
2019-02,NHS Highland,56-65,3,32
2019-02,NHS Highland,56-65,4,11
2019-02,NHS Highland,56-65,5,10
2019-02,NHS Highland,66-75,1,22
2019-02,NHS Highland,66-75,2,9
2019-02,NHS Highland,66-75,3,13
2019-02,NHS Highland,66-75,4,8
2019-02,NHS Highland,66-75,5,7
2019-02,NHS Highland,76+,1,8
2019-02,NHS Highland,76+,2,5
2019-02,NHS Highland,76+,3,5
2019-02,NHS Highland,76+,4,2
2019-02,NHS Highland,76+,5,2
2019-02,NHS Lanarkshire,0-17,1,43
2019-02,NHS Lanarkshire,0-17,2,30
2019-02,NHS Lanarkshire,0-17,3,30
2019-02,NHS Lanarkshire,0-17,4,15
2019-02,NHS Lanarkshire,0-17,5,11
2019-02,NHS Lanarkshire,18-25,1,146
2019-02,NHS Lanarkshire,18-25,2,116
2019-02,NHS Lanarkshire,18-25,3,98
2019-02,NHS Lanarkshire,18-25,4,47
2019-02,NHS Lanarkshire,18-25,5,34
2019-02,NHS Lanarkshire,26-35,1,135
2019-02,NHS Lanarkshire,26-35,2,91
2019-02,NHS Lanarkshire,26-35,3,91
2019-02,NHS Lanarkshire,26-35,4,46
2019-02,NHS Lanarkshire,26-35,5,33
2019-02,NHS Lanarkshire,36-45,1,102
2019-02,NHS Lanarkshire,36-45,2,83
2019-02,NHS Lanarkshire,36-45,3,55
2019-02,NHS Lanarkshire,36-45,4,28
2019-02,NHS Lanarkshire,36-45,5,17
2019-02,NHS Lanarkshire,46-55,1,102
2019-02,NHS Lanarkshire,46-55,2,47
2019-02,NHS Lanarkshire,46-55,3,66
2019-02,NHS Lanarkshire,46-55,4,33
2019-02,NHS Lanarkshire,46-55,5,33
2019-02,NHS Lanarkshire,56-65,1,71
2019-02,NHS Lanarkshire,56-65,2,49
2019-02,NHS Lanarkshire,56-65,3,40
2019-02,NHS Lanarkshire,56-65,4,19
2019-02,NHS Lanarkshire,56-65,5,23
2019-02,NHS Lanarkshire,66-75,1,41
2019-02,NHS Lanarkshire,66-75,2,15
2019-02,NHS Lanarkshire,66-75,3,20
2019-02,NHS Lanarkshire,66-75,4,17
2019-02,NHS Lanarkshire,66-75,5,4
2019-02,NHS Lanarkshire,76+,1,7
2019-02,NHS Lanarkshire,76+,2,8
2019-02,NHS Lanarkshire,76+,3,8
2019-02,NHS Lanarkshire,76+,4,5
2019-02,NHS Lothian,0-17,1,69
2019-02,NHS Lothian,0-17,2,46
2019-02,NHS Lothian,0-17,3,53
2019-02,NHS Lothian,0-17,4,39
2019-02,NHS Lothian,0-17,5,20
2019-02,NHS Lothian,18-25,1,217
2019-02,NHS Lothian,18-25,2,162
2019-02,NHS Lothian,18-25,3,133
2019-02,NHS Lothian,18-25,4,74
2019-02,NHS Lothian,18-25,5,41
2019-02,NHS Lothian,26-35,1,174
2019-02,NHS Lothian,26-35,2,127
2019-02,NHS Lothian,26-35,3,82
2019-02,NHS Lothian,26-35,4,48
2019-02,NHS Lothian,26-35,5,38
2019-02,NHS Lothian,36-45,1,139
2019-02,NHS Lothian,36-45,2,90
2019-02,NHS Lothian,36-45,3,62
2019-02,NHS Lothian,36-45,4,39
2019-02,NHS Lothian,36-45,5,35
2019-02,NHS Lothian,46-55,1,149
2019-02,NHS Lothian,46-55,2,84
2019-02,NHS Lothian,46-55,3,72
2019-02,NHS Lothian,46-55,4,44
2019-02,NHS Lothian,46-55,5,32
2019-02,NHS Lothian,56-65,1,94
2019-02,NHS Lothian,56-65,2,66
2019-02,NHS Lothian,56-65,3,50
2019-02,NHS Lothian,56-65,4,30
2019-02,NHS Lothian,56-65,5,19
2019-02,NHS Lothian,66-75,1,48
2019-02,NHS Lothian,66-75,2,36
2019-02,NHS Lothian,66-75,3,22
2019-02,NHS Lothian,66-75,4,12
2019-02,NHS Lothian,66-75,5,4
2019-02,NHS Lothian,76+,1,23
2019-02,NHS Lothian,76+,2,12
2019-02,NHS Lothian,76+,3,10
2019-02,NHS Lothian,76+,4,9
2019-02,NHS Lothian,76+,5,9
2019-02,NHS Orkney,0-17,1,8
2019-02,NHS Orkney,0-17,2,5
2019-02,NHS Orkney,0-17,3,5
2019-02,NHS Orkney,0-17,4,1
2019-02,NHS Orkney,0-17,5,1
2019-02,NHS Orkney,18-25,1,10
2019-02,NHS Orkney,18-25,2,14
2019-02,NHS Orkney,18-25,3,12
2019-02,NHS Orkney,18-25,4,9
2019-02,NHS Orkney,18-25,5,2
2019-02,NHS Orkney,26-35,1,11
2019-02,NHS Orkney,26-35,2,8
2019-02,NHS Orkney,26-35,3,7
2019-02,NHS Orkney,26-35,4,5
2019-02,NHS Orkney,26-35,5,4
2019-02,NHS Orkney,36-45,1,10
2019-02,NHS Orkney,36-45,2,4
2019-02,NHS Orkney,36-45,3,4
2019-02,NHS Orkney,36-45,4,2
2019-02,NHS Orkney,36-45,5,3
2019-02,NHS Orkney,46-55,1,12
2019-02,NHS Orkney,46-55,2,6
2019-02,NHS Orkney,46-55,3,4
2019-02,NHS Orkney,46-55,4,4
2019-02,NHS Orkney,46-55,5,5
2019-02,NHS Orkney,56-65,1,2
2019-02,NHS Orkney,56-65,2,4
2019-02,NHS Orkney,56-65,3,6
2019-02,NHS Orkney,56-65,4,4
2019-02,NHS Orkney,56-65,5,1
2019-02,NHS Orkney,66-75,1,3
2019-02,NHS Orkney,66-75,2,1
2019-02,NHS Orkney,66-75,3,3
2019-02,NHS Orkney,66-75,4,2
2019-02,NHS Orkney,76+,1,2
2019-02,NHS Orkney,76+,2,1
2019-02,NHS Orkney,76+,4,2
2019-02,NHS Shetland,0-17,1,9
2019-02,NHS Shetland,0-17,2,4
2019-02,NHS Shetland,0-17,3,2
2019-02,NHS Shetland,18-25,1,16
2019-02,NHS Shetland,18-25,2,19
2019-02,NHS Shetland,18-25,3,10
2019-02,NHS Shetland,18-25,4,2
2019-02,NHS Shetland,18-25,5,10
2019-02,NHS Shetland,26-35,1,9
2019-02,NHS Shetland,26-35,2,12
2019-02,NHS Shetland,26-35,3,5
2019-02,NHS Shetland,26-35,4,1
2019-02,NHS Shetland,26-35,5,4
2019-02,NHS Shetland,36-45,1,9
2019-02,NHS Shetland,36-45,2,10
2019-02,NHS Shetland,36-45,3,5
2019-02,NHS Shetland,36-45,4,4
2019-02,NHS Shetland,36-45,5,6
2019-02,NHS Shetland,46-55,1,16
2019-02,NHS Shetland,46-55,2,8
2019-02,NHS Shetland,46-55,3,7
2019-02,NHS Shetland,46-55,4,3
2019-02,NHS Shetland,46-55,5,3
2019-02,NHS Shetland,56-65,1,1
2019-02,NHS Shetland,56-65,2,8
2019-02,NHS Shetland,56-65,3,3
2019-02,NHS Shetland,56-65,4,1
2019-02,NHS Shetland,56-65,5,3
2019-02,NHS Shetland,66-75,2,4
2019-02,NHS Shetland,66-75,3,1
2019-02,NHS Shetland,66-75,4,1
2019-02,NHS Shetland,66-75,5,1
2019-02,NHS Shetland,76+,1,2
2019-02,NHS Shetland,76+,3,1
2019-02,NHS Shetland,76+,5,2
2019-02,NHS Tayside,0-17,1,46
2019-02,NHS Tayside,0-17,2,35
2019-02,NHS Tayside,0-17,3,19
2019-02,NHS Tayside,0-17,4,27
2019-02,NHS Tayside,0-17,5,8
2019-02,NHS Tayside,18-25,1,131
2019-02,NHS Tayside,18-25,2,83
2019-02,NHS Tayside,18-25,3,73
2019-02,NHS Tayside,18-25,4,47
2019-02,NHS Tayside,18-25,5,33
2019-02,NHS Tayside,26-35,1,104
2019-02,NHS Tayside,26-35,2,80
2019-02,NHS Tayside,26-35,3,57
2019-02,NHS Tayside,26-35,4,33
2019-02,NHS Tayside,26-35,5,22
2019-02,NHS Tayside,36-45,1,89
2019-02,NHS Tayside,36-45,2,59
2019-02,NHS Tayside,36-45,3,41
2019-02,NHS Tayside,36-45,4,27
2019-02,NHS Tayside,36-45,5,25
2019-02,NHS Tayside,46-55,1,74
2019-02,NHS Tayside,46-55,2,67
2019-02,NHS Tayside,46-55,3,41
2019-02,NHS Tayside,46-55,4,18
2019-02,NHS Tayside,46-55,5,20
2019-02,NHS Tayside,56-65,1,51
2019-02,NHS Tayside,56-65,2,44
2019-02,NHS Tayside,56-65,3,27
2019-02,NHS Tayside,56-65,4,19
2019-02,NHS Tayside,56-65,5,12
2019-02,NHS Tayside,66-75,1,23
2019-02,NHS Tayside,66-75,2,24
2019-02,NHS Tayside,66-75,3,16
2019-02,NHS Tayside,66-75,4,4
2019-02,NHS Tayside,66-75,5,4
2019-02,NHS Tayside,76+,1,14
2019-02,NHS Tayside,76+,2,4
2019-02,NHS Tayside,76+,3,7
2019-02,NHS Tayside,76+,4,1
2019-02,NHS Tayside,76+,5,2
2019-02,NHS Western Isles,0-17,1,6
2019-02,NHS Western Isles,0-17,2,9
2019-02,NHS Western Isles,0-17,3,6
2019-02,NHS Western Isles,0-17,4,1
2019-02,NHS Western Isles,0-17,5,2
2019-02,NHS Western Isles,18-25,1,21
2019-02,NHS Western Isles,18-25,2,13
2019-02,NHS Western Isles,18-25,3,13
2019-02,NHS Western Isles,18-25,4,2
2019-02,NHS Western Isles,18-25,5,4
2019-02,NHS Western Isles,26-35,1,21
2019-02,NHS Western Isles,26-35,2,18
2019-02,NHS Western Isles,26-35,3,8
2019-02,NHS Western Isles,26-35,4,6
2019-02,NHS Western Isles,26-35,5,7
2019-02,NHS Western Isles,36-45,1,20
2019-02,NHS Western Isles,36-45,2,2
2019-02,NHS Western Isles,36-45,3,9
2019-02,NHS Western Isles,36-45,4,5
2019-02,NHS Western Isles,36-45,5,2
2019-02,NHS Western Isles,46-55,1,15
2019-02,NHS Western Isles,46-55,2,6
2019-02,NHS Western Isles,46-55,3,8
2019-02,NHS Western Isles,46-55,4,9
2019-02,NHS Western Isles,46-55,5,4
2019-02,NHS Western Isles,56-65,1,9
2019-02,NHS Western Isles,56-65,2,5
2019-02,NHS Western Isles,56-65,4,2
2019-02,NHS Western Isles,66-75,1,8
2019-02,NHS Western Isles,66-75,2,6
2019-02,NHS Western Isles,66-75,3,2
2019-02,NHS Western Isles,76+,1,2
2019-02,NHS Western Isles,76+,2,1
2019-02,NHS Western Isles,76+,3,1
2019-02,NHS Western Isles,76+,5,1
2019-03,NHS Ayrshire and Arran,0-17,1,38
2019-03,NHS Ayrshire and Arran,0-17,2,15
2019-03,NHS Ayrshire and Arran,0-17,3,14
2019-03,NHS Ayrshire and Arran,0-17,4,18
2019-03,NHS Ayrshire and Arran,0-17,5,6
2019-03,NHS Ayrshire and Arran,18-25,1,95
2019-03,NHS Ayrshire and Arran,18-25,2,81
2019-03,NHS Ayrshire and Arran,18-25,3,67
2019-03,NHS Ayrshire and Arran,18-25,4,23
2019-03,NHS Ayrshire and Arran,18-25,5,29
2019-03,NHS Ayrshire and Arran,26-35,1,86
2019-03,NHS Ayrshire and Arran,26-35,2,47
2019-03,NHS Ayrshire and Arran,26-35,3,44
2019-03,NHS Ayrshire and Arran,26-35,4,35
2019-03,NHS Ayrshire and Arran,26-35,5,24
2019-03,NHS Ayrshire and Arran,36-45,1,62
2019-03,NHS Ayrshire and Arran,36-45,2,58
2019-03,NHS Ayrshire and Arran,36-45,3,26
2019-03,NHS Ayrshire and Arran,36-45,4,15
2019-03,NHS Ayrshire and Arran,36-45,5,25
2019-03,NHS Ayrshire and Arran,46-55,1,66
2019-03,NHS Ayrshire and Arran,46-55,2,38
2019-03,NHS Ayrshire and Arran,46-55,3,43
2019-03,NHS Ayrshire and Arran,46-55,4,18
2019-03,NHS Ayrshire and Arran,46-55,5,16
2019-03,NHS Ayrshire and Arran,56-65,1,44
2019-03,NHS Ayrshire and Arran,56-65,2,36
2019-03,NHS Ayrshire and Arran,56-65,3,16
2019-03,NHS Ayrshire and Arran,56-65,4,9
2019-03,NHS Ayrshire and Arran,56-65,5,7
2019-03,NHS Ayrshire and Arran,66-75,1,15
2019-03,NHS Ayrshire and Arran,66-75,2,16
2019-03,NHS Ayrshire and Arran,66-75,3,10
2019-03,NHS Ayrshire and Arran,66-75,4,9
2019-03,NHS Ayrshire and Arran,66-75,5,4
2019-03,NHS Ayrshire and Arran,76+,1,11
2019-03,NHS Ayrshire and Arran,76+,2,6
2019-03,NHS Ayrshire and Arran,76+,3,2
2019-03,NHS Ayrshire and Arran,76+,4,4
2019-03,NHS Ayrshire and Arran,76+,5,2
2019-03,NHS Borders,0-17,1,22
2019-03,NHS Borders,0-17,2,7
2019-03,NHS Borders,0-17,3,8
2019-03,NHS Borders,0-17,4,4
2019-03,NHS Borders,0-17,5,3
2019-03,NHS Borders,18-25,1,40
2019-03,NHS Borders,18-25,2,26
2019-03,NHS Borders,18-25,3,21
2019-03,NHS Borders,18-25,4,8
2019-03,NHS Borders,18-25,5,9
2019-03,NHS Borders,26-35,1,34
2019-03,NHS Borders,26-35,2,25
2019-03,NHS Borders,26-35,3,21
2019-03,NHS Borders,26-35,4,11
2019-03,NHS Borders,26-35,5,7
2019-03,NHS Borders,36-45,1,22
2019-03,NHS Borders,36-45,2,17
2019-03,NHS Borders,36-45,3,9
2019-03,NHS Borders,36-45,4,8
2019-03,NHS Borders,36-45,5,6
2019-03,NHS Borders,46-55,1,21
2019-03,NHS Borders,46-55,2,19
2019-03,NHS Borders,46-55,3,15
2019-03,NHS Borders,46-55,4,12
2019-03,NHS Borders,46-55,5,5
2019-03,NHS Borders,56-65,1,14
2019-03,NHS Borders,56-65,2,11
2019-03,NHS Borders,56-65,3,7
2019-03,NHS Borders,56-65,4,3
2019-03,NHS Borders,56-65,5,2
2019-03,NHS Borders,66-75,1,3
2019-03,NHS Borders,66-75,2,7
2019-03,NHS Borders,66-75,3,7
2019-03,NHS Borders,66-75,4,4
2019-03,NHS Borders,66-75,5,2
2019-03,NHS Borders,76+,1,6
2019-03,NHS Borders,76+,2,3
2019-03,NHS Borders,76+,3,1
2019-03,NHS Borders,76+,4,1
2019-03,NHS Borders,76+,5,1
2019-03,NHS Dumfries and Galloway,0-17,1,35
2019-03,NHS Dumfries and Galloway,0-17,2,10
2019-03,NHS Dumfries and Galloway,0-17,3,12
2019-03,NHS Dumfries and Galloway,0-17,4,7
2019-03,NHS Dumfries and Galloway,0-17,5,2
2019-03,NHS Dumfries and Galloway,18-25,1,76
2019-03,NHS Dumfries and Galloway,18-25,2,40
2019-03,NHS Dumfries and Galloway,18-25,3,34
2019-03,NHS Dumfries and Galloway,18-25,4,16
2019-03,NHS Dumfries and Galloway,18-25,5,15
2019-03,NHS Dumfries and Galloway,26-35,1,51
2019-03,NHS Dumfries and Galloway,26-35,2,35
2019-03,NHS Dumfries and Galloway,26-35,3,21
2019-03,NHS Dumfries and Galloway,26-35,4,17
2019-03,NHS Dumfries and Galloway,26-35,5,16
2019-03,NHS Dumfries and Galloway,36-45,1,35
2019-03,NHS Dumfries and Galloway,36-45,2,26
2019-03,NHS Dumfries and Galloway,36-45,3,23
2019-03,NHS Dumfries and Galloway,36-45,4,8
2019-03,NHS Dumfries and Galloway,36-45,5,7
2019-03,NHS Dumfries and Galloway,46-55,1,37
2019-03,NHS Dumfries and Galloway,46-55,2,24
2019-03,NHS Dumfries and Galloway,46-55,3,16
2019-03,NHS Dumfries and Galloway,46-55,4,15
2019-03,NHS Dumfries and Galloway,46-55,5,7
2019-03,NHS Dumfries and Galloway,56-65,1,27
2019-03,NHS Dumfries and Galloway,56-65,2,15
2019-03,NHS Dumfries and Galloway,56-65,3,12
2019-03,NHS Dumfries and Galloway,56-65,4,6
2019-03,NHS Dumfries and Galloway,56-65,5,6
2019-03,NHS Dumfries and Galloway,66-75,1,20
2019-03,NHS Dumfries and Galloway,66-75,2,10
2019-03,NHS Dumfries and Galloway,66-75,3,12
2019-03,NHS Dumfries and Galloway,66-75,4,8
2019-03,NHS Dumfries and Galloway,66-75,5,3
2019-03,NHS Dumfries and Galloway,76+,1,3
2019-03,NHS Dumfries and Galloway,76+,2,3
2019-03,NHS Dumfries and Galloway,76+,3,1
2019-03,NHS Dumfries and Galloway,76+,4,3
2019-03,NHS Fife,0-17,1,29
2019-03,NHS Fife,0-17,2,23
2019-03,NHS Fife,0-17,3,23
2019-03,NHS Fife,0-17,4,14
2019-03,NHS Fife,0-17,5,9
2019-03,NHS Fife,18-25,1,88
2019-03,NHS Fife,18-25,2,75
2019-03,NHS Fife,18-25,3,54
2019-03,NHS Fife,18-25,4,34
2019-03,NHS Fife,18-25,5,21
2019-03,NHS Fife,26-35,1,87
2019-03,NHS Fife,26-35,2,63
2019-03,NHS Fife,26-35,3,60
2019-03,NHS Fife,26-35,4,29
2019-03,NHS Fife,26-35,5,15
2019-03,NHS Fife,36-45,1,64
2019-03,NHS Fife,36-45,2,39
2019-03,NHS Fife,36-45,3,42
2019-03,NHS Fife,36-45,4,25
2019-03,NHS Fife,36-45,5,15
